사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Dec.24,수인선,1878,달월,0 ,0 ,16 ,29 ,36 ,120 ,193 ,141 ,122 ,242 ,57 ,81 ,71 ,88 ,118 ,72 ,112 ,88 ,95 ,170 ,90 ,107 ,114 ,120 ,225 ,144 ,298 ,116 ,684 ,126 ,51 ,76 ,42 ,55 ,42 ,42 ,28 ,51 ,19 ,24 ,2 ,8 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,수인선,1879,월곶,0 ,0 ,1613 ,418 ,4974 ,1320 ,10824 ,1759 ,10563 ,2821 ,5599 ,3030 ,4357 ,4250 ,4300 ,4500 ,4382 ,4393 ,4180 ,4333 ,4139 ,4200 ,4441 ,4198 ,5039 ,6198 ,5229 ,7184 ,6683 ,9524 ,3442 ,5694 ,2158 ,4030 ,1950 ,3996 ,1323 ,3288 ,506 ,1783 ,10 ,321 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,수인선,1880,소래포구,14 ,3 ,2794 ,386 ,7680 ,2252 ,16042 ,3498 ,13170 ,6942 ,7410 ,5989 ,6858 ,5392 ,8105 ,9276 ,8307 ,10880 ,8554 ,9757 ,10509 ,8273 ,12054 ,7608 ,10769 ,9741 ,8826 ,11152 ,7445 ,13933 ,4660 ,9809 ,4036 ,6421 ,4060 ,6407 ,2888 ,5413 ,1435 ,3727 ,26 ,704 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,수인선,1881,인천논현,5 ,0 ,2780 ,748 ,6428 ,4277 ,13885 ,7590 ,13465 ,13258 ,8503 ,9064 ,7714 ,6786 ,8374 ,7452 ,8816 ,8275 ,8826 ,9091 ,8715 ,9222 ,9761 ,9390 ,10311 ,12650 ,12004 ,15646 ,11248 ,18264 ,7439 ,11757 ,7302 ,7928 ,6717 ,6767 ,5046 ,5501 ,2262 ,3683 ,30 ,724 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,수인선,1882,호구포,7 ,0 ,2067 ,671 ,3054 ,6378 ,6726 ,17467 ,7055 ,20153 ,5079 ,4635 ,4292 ,2800 ,4739 ,3448 ,5299 ,3679 ,4954 ,3884 ,4959 ,4167 ,5480 ,4214 ,6302 ,5506 ,16198 ,6758 ,15190 ,7700 ,5404 ,6072 ,5327 ,4641 ,3553 ,3913 ,2007 ,3022 ,1117 ,2340 ,8 ,504 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,수인선,1883,남동인더스파크,1 ,0 ,576 ,830 ,989 ,4544 ,1196 ,17519 ,1847 ,20912 ,1477 ,3017 ,1210 ,1263 ,1556 ,1491 ,1847 ,1360 ,1933 ,1486 ,2097 ,1265 ,2693 ,1051 ,3940 ,1203 ,15616 ,1792 ,10636 ,1938 ,3241 ,2194 ,3637 ,1425 ,1606 ,805 ,567 ,590 ,180 ,303 ,1 ,40 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,수인선,1884,원인재,52 ,1 ,3678 ,759 ,7049 ,2525 ,13795 ,5471 ,14481 ,8062 ,9313 ,4723 ,7428 ,4765 ,7577 ,5699 ,7524 ,6344 ,7551 ,6810 ,7059 ,7382 ,7888 ,9467 ,7532 ,11161 ,8894 ,13448 ,8088 ,16367 ,4986 ,11524 ,4336 ,8129 ,4129 ,7774 ,3156 ,6479 ,1553 ,4726 ,69 ,941 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,수인선,1885,연수,5 ,0 ,2876 ,893 ,6543 ,2386 ,13600 ,4461 ,12757 ,10648 ,6639 ,7374 ,6154 ,6623 ,6298 ,6943 ,7191 ,7376 ,7830 ,7292 ,8068 ,7057 ,8700 ,7898 ,8539 ,10027 ,9378 ,14672 ,11001 ,15099 ,6113 ,9644 ,5870 ,6860 ,5823 ,6085 ,4543 ,4106 ,2642 ,2924 ,49 ,696 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,수인선,1886,송도,1 ,0 ,2080 ,381 ,4636 ,1922 ,7466 ,2085 ,7704 ,4343 ,4254 ,2706 ,3864 ,2473 ,4400 ,2769 ,4798 ,3291 ,4812 ,3315 ,4006 ,3620 ,4592 ,4769 ,4919 ,4984 ,5079 ,6796 ,3967 ,7050 ,2049 ,4781 ,1644 ,3199 ,1272 ,3023 ,965 ,2354 ,366 ,1448 ,12 ,409 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,수인선,1888,인하대,25 ,1 ,4282 ,527 ,11467 ,2844 ,23456 ,4576 ,19882 ,13435 ,8943 ,8428 ,8594 ,7222 ,10078 ,7505 ,9971 ,8752 ,10425 ,8935 ,10191 ,8679 ,11194 ,10526 ,14497 ,12037 ,14042 ,17990 ,11610 ,22840 ,6896 ,12862 ,6001 ,9288 ,5807 ,8482 ,4205 ,7032 ,2674 ,4850 ,91 ,1167 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,수인선,1889,숭의,7 ,0 ,3738 ,873 ,5978 ,3518 ,12672 ,7637 ,11127 ,11766 ,6232 ,4918 ,6603 ,3693 ,6606 ,4237 ,6522 ,4665 ,6348 ,5616 ,6119 ,5052 ,7304 ,5884 ,8107 ,6897 ,10324 ,9861 ,8503 ,10752 ,4255 ,6616 ,2850 ,4713 ,2306 ,4825 ,1849 ,3616 ,787 ,2166 ,12 ,528 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,수인선,1890,신포,2 ,0 ,1170 ,306 ,1819 ,1146 ,3184 ,3977 ,3076 ,7817 ,1952 ,3112 ,1850 ,2384 ,2475 ,2931 ,2819 ,3025 ,3106 ,3274 ,3472 ,3052 ,4335 ,3506 ,5082 ,3510 ,5623 ,4883 ,5351 ,4565 ,2687 ,2451 ,2426 ,1659 ,2047 ,1532 ,1341 ,1126 ,598 ,681 ,5 ,214 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,수인선,1891,인천,74 ,1 ,536 ,316 ,1176 ,1036 ,1771 ,2331 ,1881 ,4395 ,1673 ,2298 ,1764 ,2768 ,1925 ,3844 ,2147 ,4421 ,2332 ,3949 ,2506 ,3839 ,3276 ,3630 ,2983 ,3460 ,2827 ,3490 ,2272 ,3266 ,1256 ,2476 ,1028 ,1809 ,668 ,1564 ,440 ,1419 ,106 ,743 ,7 ,311 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,경강선,1501,판교,8 ,1 ,711 ,38 ,2483 ,7858 ,4623 ,19284 ,5668 ,33357 ,2450 ,20496 ,2803 ,12393 ,3393 ,9703 ,7558 ,9200 ,5633 ,6277 ,7478 ,6221 ,10346 ,5966 ,15424 ,7010 ,21122 ,8938 ,24517 ,6930 ,17258 ,4541 ,16037 ,2367 ,14116 ,2750 ,7385 ,1371 ,2317 ,843 ,2 ,306 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,경강선,1502,이매,5 ,0 ,563 ,60 ,1664 ,892 ,3913 ,2068 ,3207 ,2875 ,1525 ,1304 ,1528 ,1241 ,1513 ,1016 ,1654 ,1155 ,1440 ,1453 ,1362 ,1350 ,1797 ,1622 ,2231 ,1485 ,2186 ,2501 ,2054 ,2866 ,1276 ,1651 ,1284 ,1306 ,1237 ,1011 ,1135 ,757 ,365 ,455 ,11 ,94 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,경강선,1503,삼동,1 ,0 ,1737 ,62 ,5379 ,1283 ,12652 ,2189 ,12772 ,2207 ,7071 ,1137 ,4597 ,1226 ,3708 ,1511 ,3331 ,1874 ,3027 ,1967 ,2379 ,2437 ,2586 ,3816 ,2865 ,5357 ,3686 ,7658 ,2620 ,9316 ,1282 ,8075 ,835 ,5396 ,762 ,4839 ,515 ,3569 ,131 ,1924 ,16 ,52 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,경강선,1504,경기광주,0 ,0 ,3241 ,283 ,15787 ,2240 ,39835 ,5852 ,37127 ,9741 ,20008 ,4761 ,14903 ,4672 ,12214 ,5601 ,11614 ,6852 ,10469 ,7541 ,9047 ,8800 ,9659 ,11260 ,11045 ,16075 ,10768 ,21121 ,8466 ,32811 ,4246 ,27487 ,2961 ,17937 ,2454 ,14942 ,1615 ,10859 ,501 ,6014 ,65 ,127 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,경강선,1505,초월,1 ,0 ,1988 ,123 ,7262 ,1587 ,17318 ,4542 ,18159 ,5813 ,8616 ,2345 ,6704 ,2130 ,5874 ,2307 ,5546 ,2729 ,4924 ,3198 ,4544 ,3883 ,4352 ,5229 ,5443 ,7118 ,6599 ,8586 ,5163 ,14047 ,2236 ,10591 ,1710 ,7767 ,1306 ,6971 ,679 ,6416 ,240 ,4662 ,40 ,70 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,경강선,1506,곤지암,4 ,0 ,855 ,109 ,2958 ,2263 ,6966 ,5333 ,5801 ,6472 ,4911 ,2934 ,3703 ,2622 ,4388 ,3139 ,4360 ,2794 ,3874 ,2904 ,3712 ,3050 ,4643 ,3722 ,5136 ,4301 ,7550 ,4998 ,6040 ,6061 ,2498 ,4706 ,1720 ,3721 ,1122 ,3119 ,441 ,3061 ,164 ,1534 ,14 ,554 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,경강선,1507,신둔도예촌,1 ,0 ,797 ,25 ,3003 ,460 ,5319 ,2625 ,4667 ,3232 ,3666 ,1362 ,2999 ,1073 ,2485 ,1472 ,2566 ,1235 ,2382 ,1449 ,2048 ,1655 ,2409 ,2129 ,2706 ,2681 ,3966 ,3596 ,2828 ,4545 ,1250 ,4676 ,964 ,2864 ,611 ,2500 ,231 ,2493 ,108 ,1209 ,2 ,451 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,경강선,1508,이천,6 ,0 ,838 ,69 ,3200 ,1864 ,7842 ,5673 ,6665 ,8851 ,6264 ,4180 ,6136 ,3916 ,5726 ,4283 ,5449 ,4868 ,5628 ,4719 ,5610 ,4774 ,5865 ,5420 ,7287 ,6442 ,7378 ,7637 ,7483 ,8834 ,3915 ,7533 ,3417 ,7025 ,2599 ,4375 ,1340 ,3739 ,629 ,2434 ,24 ,1172 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,경강선,1509,부발,3 ,0 ,1034 ,49 ,3337 ,1816 ,6912 ,6527 ,5737 ,5842 ,5408 ,2417 ,4631 ,2008 ,4716 ,2177 ,4155 ,2344 ,3984 ,2742 ,3831 ,2633 ,4259 ,3331 ,5814 ,4284 ,7425 ,5588 ,5175 ,5994 ,2900 ,4900 ,2360 ,5124 ,1276 ,4587 ,720 ,3947 ,419 ,3825 ,19 ,1603 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,경강선,1510,세종대왕릉,2 ,0 ,193 ,1 ,581 ,86 ,898 ,532 ,943 ,637 ,848 ,403 ,857 ,387 ,630 ,426 ,608 ,617 ,677 ,324 ,624 ,696 ,635 ,586 ,749 ,977 ,778 ,706 ,547 ,959 ,206 ,811 ,123 ,554 ,70 ,395 ,49 ,441 ,16 ,274 ,8 ,102 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,경강선,1511,여주,7 ,0 ,2126 ,16 ,5284 ,576 ,8239 ,2617 ,8188 ,3748 ,7271 ,4414 ,6747 ,2983 ,6137 ,4351 ,6018 ,3793 ,6028 ,3334 ,6636 ,5165 ,6020 ,4500 ,6312 ,6591 ,5190 ,7512 ,4722 ,9220 ,2516 ,7927 ,1972 ,7154 ,1368 ,3869 ,754 ,6154 ,227 ,3755 ,2 ,1397 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,경강선,1512,성남,0 ,0 ,223 ,6 ,1393 ,782 ,4405 ,1300 ,4510 ,1935 ,2167 ,819 ,1870 ,889 ,1786 ,971 ,1568 ,1078 ,1288 ,1279 ,1186 ,1182 ,1861 ,1835 ,2091 ,2053 ,2321 ,3176 ,1848 ,4125 ,1063 ,2128 ,850 ,1721 ,872 ,1661 ,736 ,1258 ,272 ,590 ,15 ,103 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,서해선,1980,김포공항,7 ,2 ,282 ,2118 ,640 ,7760 ,1372 ,9251 ,2529 ,11439 ,2976 ,8132 ,2904 ,8366 ,3153 ,10315 ,3410 ,9691 ,5108 ,9615 ,6057 ,8393 ,6853 ,7526 ,7609 ,8120 ,8385 ,9465 ,10924 ,8512 ,7020 ,4472 ,6482 ,1904 ,6593 ,1438 ,5618 ,1159 ,1898 ,1040 ,77 ,376 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,서해선,1981,원종,42 ,3 ,5404 ,928 ,7997 ,2774 ,16956 ,5908 ,16231 ,9032 ,9811 ,4754 ,7935 ,4144 ,7666 ,5045 ,7855 ,6146 ,7579 ,6120 ,6666 ,6944 ,7389 ,8199 ,8989 ,10724 ,9574 ,14052 ,9621 ,18714 ,4988 ,14217 ,4087 ,8090 ,3227 ,7978 ,2451 ,6306 ,1139 ,4231 ,34 ,734 ,1 ,1 ,0 ,0 ,0 ,0 
Dec.24,서해선,1982,부천종합운동장,40 ,0 ,2674 ,387 ,4984 ,1243 ,12364 ,3083 ,13103 ,4397 ,6675 ,2074 ,4170 ,1629 ,3772 ,1713 ,3670 ,2222 ,3402 ,2527 ,3111 ,2604 ,3295 ,3340 ,3954 ,4744 ,4818 ,6128 ,5311 ,10094 ,2460 ,7874 ,1901 ,4837 ,1588 ,4232 ,1088 ,4108 ,484 ,2524 ,37 ,437 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,5호선,2511,방화,29 ,2 ,5203 ,5 ,11417 ,3293 ,26970 ,5217 ,25054 ,13110 ,15663 ,7455 ,13040 ,6248 ,12566 ,7112 ,12215 ,7857 ,12476 ,9041 ,10734 ,10361 ,11754 ,11679 ,12371 ,13903 ,11705 ,15921 ,10340 ,21908 ,5340 ,19614 ,3922 ,12625 ,3049 ,11854 ,2147 ,11180 ,924 ,6991 ,165 ,2749 ,1 ,314 ,0 ,2 ,0 ,0 
Dec.24,5호선,2512,개화산,2 ,0 ,4673 ,139 ,9295 ,3778 ,23136 ,6337 ,23084 ,16571 ,12871 ,6799 ,10075 ,5997 ,9222 ,6351 ,9410 ,7790 ,9255 ,7178 ,8835 ,7785 ,8734 ,9144 ,10213 ,11370 ,13533 ,13157 ,14432 ,19566 ,5794 ,16196 ,4027 ,10646 ,3825 ,10040 ,3421 ,8862 ,856 ,5654 ,151 ,1986 ,2 ,124 ,0 ,3 ,0 ,0 
Dec.24,5호선,2513,김포공항,28 ,2 ,990 ,3552 ,5001 ,10197 ,19016 ,18355 ,24762 ,23906 ,13249 ,15124 ,12421 ,15413 ,18882 ,18249 ,21454 ,18570 ,24227 ,19467 ,29674 ,18508 ,33041 ,18227 ,30461 ,18748 ,34104 ,20783 ,40345 ,18468 ,26678 ,10734 ,22960 ,5215 ,19948 ,3294 ,17474 ,2276 ,8503 ,1399 ,501 ,691 ,0 ,26 ,0 ,0 ,0 ,0 
Dec.24,5호선,2514,송정,23 ,0 ,3627 ,1149 ,7788 ,3571 ,17704 ,6750 ,22284 ,11388 ,15604 ,7287 ,12387 ,6696 ,11035 ,7458 ,12252 ,8450 ,10853 ,8845 ,10602 ,9399 ,10643 ,11132 ,12206 ,12950 ,13026 ,14894 ,12506 ,20944 ,7531 ,16125 ,5964 ,11482 ,5128 ,10950 ,3985 ,9787 ,2165 ,6217 ,336 ,2302 ,5 ,40 ,0 ,1 ,0 ,0 
Dec.24,5호선,2515,마곡,7 ,0 ,2603 ,2434 ,7755 ,10046 ,23039 ,20005 ,25284 ,54641 ,14747 ,32859 ,12407 ,15460 ,12939 ,13495 ,14444 ,14575 ,15645 ,15154 ,16949 ,13959 ,21004 ,14856 ,26261 ,18674 ,36657 ,23438 ,44487 ,31261 ,20290 ,21432 ,15928 ,11884 ,14028 ,11347 ,10196 ,10028 ,4112 ,5829 ,642 ,2394 ,0 ,46 ,0 ,0 ,0 ,0 
Dec.24,5호선,2516,발산,0 ,0 ,3686 ,2493 ,10450 ,15372 ,27765 ,41482 ,30162 ,118002 ,20689 ,65532 ,22020 ,37567 ,27103 ,36790 ,31625 ,36766 ,35320 ,35726 ,41847 ,34495 ,48586 ,34104 ,54723 ,39448 ,79506 ,47664 ,92275 ,61741 ,43285 ,40496 ,40627 ,22773 ,41745 ,19130 ,32493 ,16197 ,14054 ,9752 ,1798 ,3528 ,6 ,71 ,0 ,0 ,0 ,0 
Dec.24,5호선,2517,우장산,0 ,0 ,7361 ,1036 ,21725 ,4405 ,51072 ,13904 ,58410 ,22612 ,33057 ,15713 ,27976 ,14565 ,28055 ,15004 ,27524 ,17873 ,25633 ,20907 ,24306 ,23711 ,26058 ,26964 ,27689 ,31487 ,25425 ,37915 ,20816 ,55562 ,12261 ,41806 ,9468 ,27048 ,8367 ,25740 ,6553 ,24497 ,2260 ,14855 ,409 ,3864 ,12 ,51 ,0 ,0 ,0 ,0 
Dec.24,5호선,2518,화곡,492 ,4 ,22272 ,1641 ,40474 ,9439 ,109512 ,15306 ,142636 ,32699 ,74437 ,26112 ,48689 ,19892 ,44878 ,22010 ,46991 ,26050 ,44024 ,29423 ,39826 ,34280 ,38113 ,42510 ,41568 ,55333 ,43446 ,72296 ,41559 ,122586 ,23870 ,87404 ,17597 ,57864 ,15387 ,53721 ,11460 ,47484 ,5169 ,30709 ,797 ,8921 ,12 ,132 ,0 ,3 ,0 ,0 
Dec.24,5호선,2519,까치산,338 ,5 ,23925 ,1494 ,43096 ,8180 ,114120 ,10742 ,146110 ,21287 ,79568 ,18474 ,50388 ,18521 ,44716 ,22236 ,45560 ,26712 ,41423 ,29727 ,36307 ,35308 ,34291 ,46302 ,36244 ,58813 ,36473 ,74515 ,32040 ,120868 ,20464 ,90859 ,15844 ,62165 ,13598 ,59848 ,10796 ,50042 ,5372 ,32058 ,905 ,9708 ,22 ,579 ,0 ,4 ,0 ,0 
Dec.24,5호선,2520,신정(은행정),115 ,0 ,12426 ,831 ,23416 ,3540 ,58771 ,7412 ,75408 ,13454 ,37852 ,8346 ,23292 ,7657 ,19790 ,8891 ,19668 ,10349 ,18700 ,12425 ,16123 ,14258 ,14752 ,18651 ,16951 ,24438 ,18056 ,31562 ,16474 ,47385 ,8916 ,35313 ,6464 ,24527 ,5350 ,23791 ,3794 ,22523 ,1755 ,13204 ,271 ,4098 ,1 ,69 ,0 ,0 ,0 ,0 
Dec.24,5호선,2521,목동,26 ,0 ,8119 ,1443 ,20088 ,5578 ,58275 ,12719 ,69901 ,25088 ,36422 ,20341 ,27196 ,16408 ,26126 ,15682 ,26394 ,18495 ,25213 ,23015 ,24424 ,23489 ,24705 ,28096 ,27098 ,35344 ,28994 ,49778 ,29717 ,80009 ,16289 ,52415 ,14671 ,33196 ,13065 ,31388 ,10983 ,28721 ,4740 ,16215 ,690 ,5464 ,2 ,92 ,0 ,0 ,0 ,0 
Dec.24,5호선,2522,오목교(목동운동장앞),8 ,1 ,4834 ,1777 ,15427 ,8668 ,48282 ,22412 ,57183 ,58585 ,31900 ,46777 ,26420 ,32018 ,27435 ,32614 ,30812 ,33264 ,31310 ,36684 ,34636 ,37048 ,38355 ,39622 ,45047 ,45777 ,52339 ,57255 ,65835 ,77390 ,36303 ,47699 ,38459 ,29784 ,29718 ,26962 ,21857 ,23670 ,7834 ,12919 ,1039 ,3994 ,3 ,95 ,0 ,0 ,0 ,0 
Dec.24,5호선,2523,양평,4 ,0 ,2619 ,1072 ,6789 ,4656 ,24005 ,9762 ,29545 ,41768 ,13639 ,14658 ,9707 ,6904 ,8762 ,6304 ,9497 ,6604 ,9837 ,7577 ,9143 ,7601 ,10063 ,8491 ,12388 ,10444 ,21225 ,14533 ,32358 ,24050 ,10056 ,15839 ,6794 ,11145 ,5732 ,10999 ,3889 ,9989 ,1526 ,6203 ,248 ,1986 ,3 ,26 ,0 ,0 ,0 ,0 
Dec.24,5호선,2524,영등포구청,2 ,0 ,1193 ,513 ,2840 ,2269 ,8596 ,6563 ,14503 ,26210 ,6337 ,10585 ,4879 ,5713 ,5343 ,5238 ,6114 ,5496 ,6486 ,6001 ,6809 ,5681 ,7732 ,5830 ,9036 ,6824 ,12996 ,9112 ,22940 ,15722 ,7734 ,7988 ,6128 ,5288 ,5358 ,5312 ,3954 ,4640 ,1958 ,2815 ,267 ,705 ,2 ,12 ,0 ,0 ,0 ,0 
Dec.24,5호선,2525,영등포시장,18 ,0 ,3033 ,838 ,6732 ,5129 ,25641 ,13628 ,37622 ,43302 ,16988 ,25875 ,12842 ,19366 ,14079 ,19748 ,16569 ,23832 ,17619 ,25733 ,19361 ,21936 ,23975 ,19781 ,30336 ,21114 ,38800 ,26544 ,50271 ,39068 ,22628 ,23348 ,17068 ,14785 ,14265 ,14008 ,11775 ,12784 ,4628 ,8100 ,554 ,1941 ,11 ,33 ,0 ,0 ,0 ,0 
Dec.24,5호선,2526,신길,29 ,0 ,2223 ,506 ,4573 ,2280 ,16660 ,5179 ,25841 ,14155 ,11550 ,7336 ,7951 ,3466 ,6294 ,3976 ,6776 ,4848 ,6256 ,5999 ,5756 ,7842 ,6348 ,9804 ,8229 ,10859 ,14344 ,13852 ,20079 ,22807 ,7329 ,13590 ,4751 ,11159 ,4798 ,11495 ,4384 ,10607 ,1993 ,6856 ,311 ,1863 ,2 ,61 ,0 ,0 ,0 ,0 
Dec.24,5호선,2527,여의도,15 ,0 ,2702 ,2788 ,3849 ,25381 ,10174 ,150106 ,14847 ,218847 ,12564 ,85915 ,14675 ,41299 ,22650 ,43289 ,23883 ,45865 ,30995 ,59116 ,38609 ,66431 ,52451 ,62259 ,72017 ,64643 ,170432 ,54805 ,196257 ,55119 ,90876 ,25949 ,81410 ,14280 ,67753 ,11208 ,39818 ,8638 ,13170 ,5075 ,1416 ,2866 ,5 ,71 ,0 ,0 ,0 ,0 
Dec.24,5호선,2528,여의나루,3 ,1 ,1000 ,1393 ,2519 ,9428 ,5814 ,44511 ,10043 ,72749 ,6333 ,30691 ,7609 ,24208 ,9670 ,25193 ,12013 ,24266 ,12868 ,29335 ,17791 ,35775 ,24864 ,47929 ,36321 ,38938 ,71717 ,35680 ,81125 ,27669 ,38366 ,14182 ,34386 ,8028 ,22294 ,5643 ,12836 ,4425 ,3276 ,2594 ,518 ,966 ,46 ,21 ,0 ,0 ,0 ,0 
Dec.24,5호선,2529,마포,9 ,2 ,2455 ,1827 ,8279 ,10683 ,26872 ,20694 ,36698 ,70448 ,21329 ,36929 ,18434 ,18916 ,18712 ,20604 ,20338 ,18099 ,21878 ,18392 ,22335 ,16958 ,24037 ,19285 ,29845 ,25544 ,42982 ,39536 ,60382 ,52037 ,25891 ,27733 ,24381 ,17824 ,25709 ,16165 ,18569 ,13993 ,8045 ,8557 ,990 ,2543 ,8 ,76 ,0 ,0 ,0 ,0 
Dec.24,5호선,2530,공덕,4 ,0 ,1756 ,919 ,5041 ,7886 ,19498 ,30450 ,32336 ,76286 ,16883 ,40178 ,15261 ,18930 ,17392 ,20256 ,19026 ,17829 ,23098 ,18588 ,22475 ,18423 ,25139 ,20674 ,29263 ,24244 ,46307 ,37073 ,63496 ,51993 ,27618 ,24859 ,23903 ,15873 ,24765 ,15066 ,18467 ,13044 ,8333 ,7061 ,1117 ,2179 ,8 ,83 ,0 ,0 ,0 ,0 
Dec.24,5호선,2531,애오개,98 ,26 ,2219 ,766 ,5777 ,4515 ,18887 ,7486 ,27065 ,16683 ,13211 ,11250 ,9808 ,7239 ,9815 ,6918 ,10812 ,6884 ,11130 ,8136 ,9720 ,8909 ,11193 ,9501 ,11820 ,11203 ,13736 ,16403 ,14462 ,22881 ,7318 ,14296 ,5308 ,9365 ,4483 ,9290 ,3012 ,8765 ,1235 ,5227 ,154 ,2452 ,9 ,415 ,0 ,9 ,0 ,0 
Dec.24,5호선,2532,충정로(경기대입구),14 ,0 ,868 ,253 ,2387 ,2548 ,5855 ,16074 ,8402 ,37343 ,5698 ,13893 ,4535 ,4865 ,5949 ,5128 ,5607 ,4501 ,6083 ,5352 ,6651 ,4993 ,7524 ,4836 ,9772 ,5588 ,20194 ,7324 ,29692 ,9834 ,8686 ,6739 ,6357 ,4746 ,5594 ,4477 ,3374 ,4138 ,1386 ,2577 ,285 ,792 ,8 ,114 ,0 ,3 ,0 ,0 
Dec.24,5호선,2533,서대문,12 ,0 ,3103 ,1057 ,6503 ,16571 ,18000 ,66821 ,24178 ,174302 ,18759 ,51872 ,22541 ,28755 ,24197 ,24597 ,28262 ,22500 ,26443 ,26500 ,29745 ,20904 ,36969 ,19007 ,46478 ,20742 ,78837 ,25153 ,113317 ,30750 ,33003 ,17704 ,28056 ,11982 ,26168 ,12456 ,17802 ,9755 ,7026 ,5688 ,783 ,1749 ,20 ,67 ,0 ,0 ,0 ,0 
Dec.24,5호선,2534,광화문(세종문화회관),2 ,0 ,1190 ,903 ,3309 ,30860 ,8718 ,81554 ,12673 ,268648 ,12285 ,131270 ,17886 ,65585 ,27640 ,65116 ,36158 ,61085 ,48201 ,72106 ,58337 ,64896 ,74761 ,58028 ,103253 ,58595 ,150354 ,73289 ,225489 ,72790 ,97970 ,36387 ,88323 ,18987 ,92292 ,11770 ,51514 ,7120 ,15670 ,4291 ,4026 ,1015 ,88 ,25 ,0 ,0 ,0 ,0 
Dec.24,5호선,2535,종로3가,65 ,1 ,1390 ,495 ,2403 ,7338 ,3325 ,14600 ,5140 ,45389 ,6850 ,37000 ,11517 ,34544 ,14753 ,38189 ,22008 ,38070 ,24464 ,35460 ,30075 ,32542 ,37381 ,31960 ,43570 ,33007 ,52234 ,36740 ,60996 ,38470 ,37589 ,21983 ,36979 ,12749 ,42056 ,10056 ,34676 ,8192 ,18081 ,4887 ,3069 ,1677 ,72 ,56 ,0 ,1 ,0 ,0 
Dec.24,5호선,2536,을지로4가,1 ,0 ,332 ,483 ,851 ,5377 ,2301 ,17103 ,3811 ,42950 ,3628 ,19941 ,4716 ,12435 ,6464 ,12230 ,7444 ,11104 ,9649 ,9931 ,11529 ,9026 ,13463 ,8446 ,15925 ,7894 ,28145 ,7971 ,36627 ,8241 ,14411 ,4815 ,10079 ,2982 ,8921 ,2757 ,6003 ,1928 ,2812 ,1233 ,462 ,455 ,1 ,21 ,0 ,0 ,0 ,0 
Dec.24,5호선,2537,동대문역사문화공원(DDP),0 ,0 ,220 ,252 ,708 ,3082 ,1296 ,9913 ,2273 ,29474 ,2973 ,11378 ,3625 ,4598 ,3528 ,3898 ,3109 ,4016 ,3392 ,4054 ,4301 ,3799 ,5058 ,3704 ,6574 ,4319 ,13441 ,4788 ,20826 ,4842 ,7729 ,2982 ,4585 ,2521 ,3997 ,2731 ,2764 ,2610 ,1333 ,1754 ,234 ,479 ,0 ,11 ,0 ,0 ,0 ,0 
